Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Duration,Utterance_Length
8256,Cause it's good money! But that doesn't change the fact that    this is an evil blood sucking corporate machine!,Phoebe,anger,negative,829,0,9,21,1900-01-01 00:09:33.072,1900-01-01 00:09:42.247,9.175,19
8257,"Well, I think this is a great place to work!",Receptionist,joy,positive,829,1,9,21,1900-01-01 00:09:42.832,1900-01-01 00:09:46.001,3.169,10
8258,"Ok, are they listening?",Phoebe,anger,negative,829,2,9,21,1900-01-01 00:09:47.753,1900-01-01 00:09:50.505,2.752,4
8265,"All right, Ill leave.",Chandler,sadness,negative,830,6,3,7,1900-01-01 00:22:31.516,1900-01-01 00:22:33.559,2.043,4
8266,My beds so boring.,Chandler,sadness,negative,830,7,3,7,1900-01-01 00:22:33.727,1900-01-01 00:22:35.978,2.251,4
8267,Ross do you realise this is the first time in my life Im doing something I actually care about.,Rachel,anger,negative,831,0,3,15,1900-01-01 00:12:08.060,1900-01-01 00:12:15.442,7.382,19
8268,This is the first time in my life Im doing something that Im actually good at.,Rachel,anger,negative,831,1,3,15,1900-01-01 00:12:12.314,1900-01-01 00:12:15.442,3.128,16
8270,if you dont get that...,Rachel,anger,negative,831,3,3,15,1900-01-01 00:12:15.921,1900-01-01 00:12:16.997,1.076,5
8271,"No, hey, I get that, okay, I get that big time.",Ross,anger,negative,831,4,3,15,1900-01-01 00:12:17.111,1900-01-01 00:12:19.654,2.543,11
8272,"And Im happy for ya, but Im tired of having a relationship with your answering machine!",Ross,anger,negative,831,5,3,15,1900-01-01 00:12:17.111,1900-01-01 00:12:22.323,5.212,16
8273,"Okay, I dont know what to do anymore.",Ross,sadness,negative,831,6,3,15,1900-01-01 00:12:22.491,1900-01-01 00:12:23.910,1.419,8
8274,Well neither do I!,Rachel,joy,positive,831,7,3,15,1900-01-01 00:12:23.910,1900-01-01 00:12:25.816,1.906,4
8276,"Im sorry Im late, did I miss anything?",Ross,neutral,neutral,832,1,4,10,1900-01-01 00:00:04.963,1900-01-01 00:00:06.755,1.792,8
8278,15?  Your personal best! (Ross takes an,Ross,surprise,positive,832,3,4,10,1900-01-01 00:00:12.262,1900-01-01 00:00:16.015,3.753,7
8280,"Oh, on a date. Yeah, I met this girl on the train going to a museum upstate.",Ross,neutral,neutral,832,5,4,10,1900-01-01 00:00:20.729,1900-01-01 00:00:24.440,3.711,17
8281,"Oh, yeah! How did you meet her?",Chandler,surprise,positive,832,6,4,10,1900-01-01 00:00:24.733,1900-01-01 00:00:26.155,1.422,7
8284,"Okay, it was just me and her at the back of the train, and I sat near the door, so shed have to pass by me if she wanted to switch cars.",Ross,joy,positive,832,9,4,10,1900-01-01 00:00:33.199,1900-01-01 00:00:40.748,7.549,32
8285,She was totally at my mercy.,Ross,joy,positive,832,10,4,10,1900-01-01 00:00:36.786,1900-01-01 00:00:40.748,3.962,6
8286,Were you so late because you were burring this woman?,Chandler,sadness,negative,832,11,4,10,1900-01-01 00:00:40.957,1900-01-01 00:00:44.251,3.294,10
8287,"No, Im getting back down cause she lives in Poughkeepsie.",Ross,neutral,neutral,832,12,4,10,1900-01-01 00:00:44.669,1900-01-01 00:00:47.046,2.377,10
8288,"She seems really great, but shes like totally great, but she lives two and a half hours away.",Ross,joy,positive,832,13,4,10,1900-01-01 00:00:47.255,1900-01-01 00:00:50.632,3.377,18
8289,How can she be great if shes from Poughkeepsie?  That joke wouldve killed in Albany.,Chandler,anger,negative,832,14,4,10,1900-01-01 00:00:50.884,1900-01-01 00:00:57.806,6.922,15
8290,"Done! I did it! Heh, whos stupid now?",Joey,joy,positive,832,15,4,10,1900-01-01 00:00:58.808,1900-01-01 00:01:03.437,4.629,8
8291,"No, there is no way! It can",Monica,joy,positive,833,0,7,15,1900-01-01 00:07:28.531,1900-01-01 00:07:31.825,3.294,7
8292,Why is your family,Chandler,neutral,neutral,833,1,7,15,1900-01-01 00:07:44.839,1900-01-01 00:07:47.591,2.752,4
8293,He cannot play at our wedding!,Monica,anger,negative,833,2,7,15,1900-01-01 00:07:49.135,1900-01-01 00:07:50.470,1.335,6
8294,I mean everyone will leave!,Monica,anger,negative,833,3,7,15,1900-01-01 00:07:50.470,1900-01-01 00:07:52.318,1.848,5
8295,"I mean come on, that is just noise!",Monica,anger,negative,833,4,7,15,1900-01-01 00:07:52.430,1900-01-01 00:07:55.307,2.877,8
8296,Its not even a song!,Monica,anger,negative,833,5,7,15,1900-01-01 00:07:55.475,1900-01-01 00:07:57.392,1.917,5
8297,"If you listen very carefully, I think its",Chandler,neutral,neutral,833,6,7,15,1900-01-01 00:07:57.977,1900-01-01 00:08:01.188,3.211,8
8298,"Oh, I want to look too! . Yikes!",Phoebe,surprise,positive,834,0,6,12,1900-01-01 00:03:40.303,1900-01-01 00:03:45.974,5.671,8
8299,"So do you think that these picturesAre, are they trying to tell a story?",Monica,neutral,neutral,834,1,6,12,1900-01-01 00:03:47.602,1900-01-01 00:03:50.979,3.377,14
8301,"I mean, like in the case of this young woman, she has lost her clothes, so she rides naked on the horse, shes crying out, Where are they, where are they?",Rachel,neutral,neutral,834,3,6,12,1900-01-01 00:03:51.564,1900-01-01 00:04:01.990,10.426,31
8302,"Well, shes not going to find them lying in the grass like that.",Monica,neutral,neutral,834,4,6,12,1900-01-01 00:04:03.243,1900-01-01 00:04:06.620,3.377,13
8303,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",Phoebe,joy,positive,834,5,6,12,1900-01-01 00:04:09.165,1900-01-01 00:04:16.713,7.548,22
8305,"You see, now, I would date this girl.",Rachel,neutral,neutral,834,7,6,12,1900-01-01 00:04:20.385,1900-01-01 00:04:23.512,3.127,8
8306,"Shes cute, shes outdoorsy, you know, and she knows how to build a fire.",Rachel,neutral,neutral,834,8,6,12,1900-01-01 00:04:23.721,1900-01-01 00:04:29.768,6.047,14
8307,"I mean, thats got to come in handy",Rachel,neutral,neutral,834,9,6,12,1900-01-01 00:04:26.599,1900-01-01 00:04:29.768,3.169,8
8308,"Okay, Ive got a question. If you had to pick one of us to date, who would it be?",Monica,neutral,neutral,834,10,6,12,1900-01-01 00:04:30.478,1900-01-01 00:04:35.399,4.921,19
8313,I dont know.  Me neither.,Phoebe,neutral,neutral,834,15,6,12,1900-01-01 00:04:43.283,1900-01-01 00:04:47.286,4.003,5
8314,"Look, I wanted to tell Im-Im sorry you lost.",Monica,sadness,negative,835,0,8,6,1900-01-01 00:20:59.758,1900-01-01 00:21:02.510,2.752,9
8315,"Listen, Ive got a secret for ya. I let him win.",Chandler,neutral,neutral,835,1,8,6,1900-01-01 00:21:02.678,1900-01-01 00:21:06.472,3.794,11
8316,Is that a secret or a lie.,Monica,anger,negative,835,2,8,6,1900-01-01 00:21:06.640,1900-01-01 00:21:09.850,3.21,7
8317,"No, I let him winRoss!",Chandler,neutral,neutral,835,3,8,6,1900-01-01 00:21:10.018,1900-01-01 00:21:12.104,2.086,5
8319,Would you tell her I let you win please?,Chandler,anger,negative,835,5,8,6,1900-01-01 00:21:12.521,1900-01-01 00:21:14.730,2.209,9
8320,Oh. Yeah.  Uh Chandler,Ross,neutral,neutral,835,6,8,6,1900-01-01 00:21:14.898,1900-01-01 00:21:18.150,3.252,4
8321,I am strong! Ill show you!,Chandler,anger,negative,835,7,8,6,1900-01-01 00:21:26.201,1900-01-01 00:21:29.120,2.919,6
8323,Oh whats the matter? Are you scared?,Chandler,anger,negative,835,9,8,6,1900-01-01 00:21:31.081,1900-01-01 00:21:32.999,1.918,7
8324,Lets go big bunny!,Monica,anger,negative,835,10,8,6,1900-01-01 00:21:34.001,1900-01-01 00:21:35.584,1.583,4
8325,Okay. 123Go!   Im gonna kill myself!,Chandler,neutral,neutral,835,11,8,6,1900-01-01 00:21:45.387,1900-01-01 00:21:54.020,8.633,8
8326,"Hey Ross, is uh, is Staten Island really an island?",Joey,neutral,neutral,836,0,5,21,1900-01-01 00:02:38.032,1900-01-01 00:02:41.118,3.086,10
8327,"Uh-huh, that's why they call it Staten",Ross,surprise,positive,836,1,5,21,1900-01-01 00:02:41.286,1900-01-01 00:02:45.080,3.794,7
8328,Ohhh. I thought it was like Long Island.,Joey,surprise,positive,836,2,5,21,1900-01-01 00:02:45.456,1900-01-01 00:02:48.292,2.836,8
8332,"Wow! You realize that we've been throwing this ball, without dropping it, for like an hour?",Joey,surprise,positive,836,6,5,21,1900-01-01 00:02:59.971,1900-01-01 00:03:03.807,3.836,16
8334,Yeah. I realized it about a half-hour ago but I didn't want to say anything 'cause I didn't want to jinx it.,Joey,neutral,neutral,836,8,5,21,1900-01-01 00:03:05.643,1900-01-01 00:03:10.856,5.213,22
8335,Wow! We are pretty good at this! Hey! We totally forgot about lunch!,Ross,surprise,positive,836,9,5,21,1900-01-01 00:03:11.065,1900-01-01 00:03:16.653,5.588,13
8336,"Oh, I-I, I think that's the first time I ever missed a meal!  Yeah, my pants are a little loose!",Joey,anger,negative,836,10,5,21,1900-01-01 00:03:18.239,1900-01-01 00:03:23.243,5.004,20
8342,Oh God. So-so youre making porn movies.,Phoebe,surprise,negative,838,0,6,13,1900-01-01 00:16:21.855,1900-01-01 00:16:30.446,8.591,7
8344,Youre making one right now!,Phoebe,anger,negative,839,1,6,14,1900-01-01 00:16:33.033,1900-01-01 00:16:34.784,1.751,5
8346,"Yeah, can I help you with something?",Ursula,neutral,neutral,839,3,6,14,1900-01-01 00:16:39.123,1900-01-01 00:16:41.040,1.917,7
8347,"Look, Im talking right now! Youreyou mean her.",Phoebe,joy,positive,839,4,6,14,1900-01-01 00:16:43.585,1900-01-01 00:16:47.755,4.17,8
8348,"Yknow, twin stuff is always a real big seller.",Ursula,neutral,neutral,839,5,6,14,1900-01-01 00:16:47.923,1900-01-01 00:16:51.342,3.419,9
8350,"Yeah, I can talk them into giving you like, 30 dollars.",Ursula,neutral,neutral,839,7,6,14,1900-01-01 00:16:53.262,1900-01-01 00:16:57.765,4.503,11
8354,And stop using my name!,Phoebe,anger,negative,839,11,6,14,1900-01-01 00:17:02.187,1900-01-01 00:17:03.999,1.812,5
8355,And shame on you!,Phoebe,disgust,negative,839,12,6,14,1900-01-01 00:17:03.999,1900-01-01 00:17:05.495,1.496,4
8356,And shame on all of you!,Phoebe,disgust,negative,839,13,6,14,1900-01-01 00:17:05.607,1900-01-01 00:17:07.026,1.419,6
8358,Especially you  with that!,Phoebe,disgust,negative,839,15,6,14,1900-01-01 00:17:08.444,1900-01-01 00:17:10.611,2.167,4
8361,Are you moving out?,Phoebe,neutral,neutral,840,2,1,12,1900-01-01 00:12:50.936,1900-01-01 00:12:51.978,1.042,4
8362,"No, these aren't all my suitcases.  This one's Paolo's.",Rachel,neutral,neutral,840,3,1,12,1900-01-01 00:12:52.146,1900-01-01 00:12:56.107,3.961,9
8363,"Um, um, Rachel can we talk for a sec?",Phoebe,neutral,neutral,840,4,1,12,1900-01-01 00:12:56.275,1900-01-01 00:13:01.571,5.296,9
8364,"Well, sure...just a sec, though, 'cause Paolo's on his way over.",Rachel,neutral,neutral,840,5,1,12,1900-01-01 00:13:02.281,1900-01-01 00:13:06.785,4.504,11
8365,"Oh!  Ok, um, ok, um,",Phoebe,fear,negative,840,6,1,12,1900-01-01 00:13:07.828,1900-01-01 00:13:13.416,5.588,5
8367,"Ok, um,  we haven't known each other for that long a time, and, um, there are three things that you should know about me.",Phoebe,neutral,neutral,840,8,1,12,1900-01-01 00:13:16.420,1900-01-01 00:13:24.177,7.757,24
8368,"One, my friends are the most important thing in my life, two, I never lie, and three, I make the best oatmeal raisin cookies in the world.",Phoebe,neutral,neutral,840,9,1,12,1900-01-01 00:13:24.720,1900-01-01 00:13:35.480,10.76,27
8369,"Ok, thanks Pheebs  Oh my God, why have I never tasted these before?!",Rachel,surprise,positive,840,10,1,12,1900-01-01 00:13:38.359,1900-01-01 00:13:51.329,12.97,13
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,neutral,neutral,840,11,1,12,1900-01-01 00:13:51.497,1900-01-01 00:13:55.416,3.919,17
8371,"All right, well, you're right, these are the best oatmeal cookies I've ever had.",Rachel,surprise,positive,840,12,1,12,1900-01-01 00:14:01.090,1900-01-01 00:14:05.635,4.545,14
8372,Which proves that I never lie.,Phoebe,neutral,neutral,840,13,1,12,1900-01-01 00:14:05.803,1900-01-01 00:14:07.535,1.732,6
8373,I guess you don't.,Rachel,neutral,neutral,840,14,1,12,1900-01-01 00:14:07.535,1900-01-01 00:14:09.601,2.066,4
8374,Paolo made a pass at me.,Phoebe,sadness,negative,840,15,1,12,1900-01-01 00:14:09.974,1900-01-01 00:14:11.307,1.333,6
8375,"Im so sorry. Please, stop freaking out.",Monica,fear,negative,841,0,6,22,1900-01-01 00:19:51.315,1900-01-01 00:19:53.997,2.682,7
8377,Why would I be freaking out?,Chandler,neutral,neutral,841,2,6,22,1900-01-01 00:19:59.114,1900-01-01 00:20:00.573,1.459,6
8378,"A woman named Heldi called and said we were getting married, but that happens everyday.",Chandler,neutral,neutral,841,3,6,22,1900-01-01 00:20:00.741,1900-01-01 00:20:05.411,4.67,15
8379,"Honey, we were at this beautiful place, and I-I-I just put our names down for fun!",Monica,anger,negative,841,4,6,22,1900-01-01 00:20:08.415,1900-01-01 00:20:13.711,5.296,16
8380,"I mean, whats the harm in that?",Monica,neutral,neutral,841,5,6,22,1900-01-01 00:20:13.879,1900-01-01 00:20:15.131,1.252,7
8382,"Chandler, please dont think I was trying to pressure you. Phoebe and Rachel",Monica,anger,negative,841,7,6,22,1900-01-01 00:20:18.926,1900-01-01 00:20:24.055,5.129,13
8384,"So the people that knew about our wedding before me were you, Phoebe and Rachel, Heldi, and apparently some band called Starlight Magic 7 who are available by the way!",Chandler,sadness,negative,841,9,6,22,1900-01-01 00:20:24.223,1900-01-01 00:20:32.313,8.09,30
8385,"It was a mistake. Please dont take this to mean anything, because it doesnt.",Monica,sadness,negative,841,10,6,22,1900-01-01 00:20:36.860,1900-01-01 00:20:42.156,5.296,14
8388,"Yes, if it really doesnt mean anything, because you know that Im just not ready",Chandler,neutral,neutral,841,13,6,22,1900-01-01 00:20:48.997,1900-01-01 00:20:52.500,3.503,15
8389,I know! I know.,Monica,neutral,neutral,841,14,6,22,1900-01-01 00:20:52.668,1900-01-01 00:20:55.753,3.085,4
8391,Im gonna go tell Joey that  that youre back. I was really worried about you.,Monica,anger,negative,841,16,6,22,1900-01-01 00:20:59.508,1900-01-01 00:21:04.679,5.171,15
8392,"Hey, did she buy it?",Phoebe,neutral,neutral,841,17,6,22,1900-01-01 00:21:10.185,1900-01-01 00:21:11.787,1.602,5
8394,So did Heldi show you the place?,Phoebe,neutral,neutral,841,19,6,22,1900-01-01 00:21:13.605,1900-01-01 00:21:15.107,1.502,7
8396,I cant believe youre gonna ask Monica to marry you!,Phoebe,joy,positive,841,21,6,22,1900-01-01 00:21:18.443,1900-01-01 00:21:20.861,2.418,10
8400,"Okay look, I have an idea.",Rachel,neutral,neutral,842,0,7,15,1900-01-01 00:06:08.242,1900-01-01 00:06:09.576,1.334,6
8401,"Why dont we, why dont we see what kind of number he has on his speed dial, and then from that we can tell who has more in common with him.",Rachel,neutral,neutral,842,1,7,15,1900-01-01 00:06:09.786,1900-01-01 00:06:16.792,7.006,31
8402,And then whoever does gets the phone.,Rachel,neutral,neutral,842,2,7,15,1900-01-01 00:06:16.959,1900-01-01 00:06:18.877,1.918,7
8406,"All right, first name on the speed dial is mom.",Rachel,neutral,neutral,842,3,7,15,1900-01-01 00:06:19.545,1900-01-01 00:06:25.884,6.339,10
8407,"Ohh, I lost my mom to suicide.",Phoebe,sadness,negative,842,4,7,15,1900-01-01 00:06:26.052,1900-01-01 00:06:28.929,2.877,7
8408,"Okay no way, you cannot use that to get the cute guy and the last blueberry muffin.",Rachel,sadness,negative,842,5,7,15,1900-01-01 00:06:29.097,1900-01-01 00:06:36.144,7.047,17
8409,Did I use that already today? Im sorry.,Phoebe,sadness,negative,842,6,7,15,1900-01-01 00:06:33.226,1900-01-01 00:06:36.144,2.918,8
8419,"Oh, I win! Hes got",Rachel,joy,positive,842,10,7,15,1900-01-01 00:06:40.858,1900-01-01 00:06:43.860,3.002,5
8420,So you dont know thats,Phoebe,neutral,neutral,842,11,7,15,1900-01-01 00:06:44.028,1900-01-01 00:06:46.363,2.335,5
8422,I cant believe this. Do you think that your parents could help pay for it?,Monica,surprise,negative,843,0,7,2,1900-01-01 00:12:28.164,1900-01-01 00:12:30.999,2.835,15
8423,"I dont know, my mother spent most of her money on her fourth wedding.",Chandler,sadness,negative,843,1,7,2,1900-01-01 00:12:31.208,1900-01-01 00:12:36.671,5.463,14
8424,Shes saving the rest for her divorce.,Chandler,anger,negative,843,2,7,2,1900-01-01 00:12:36.839,1900-01-01 00:12:39.215,2.376,7
8425,And any extra cash my father has he saves for his yearly trips to,Chandler,neutral,neutral,843,3,7,2,1900-01-01 00:12:39.508,1900-01-01 00:12:44.220,4.712,14
8426,Well what happened at dinner?,Rachel,neutral,neutral,843,4,7,2,1900-01-01 00:12:48.684,1900-01-01 00:12:49.934,1.25,5
8427,My parents spent the money for our wedding!,Monica,anger,negative,843,5,7,2,1900-01-01 00:12:50.102,1900-01-01 00:12:52.228,2.126,8
8428,My God! What did you order?!,Phoebe,surprise,negative,843,6,7,2,1900-01-01 00:12:53.647,1900-01-01 00:12:55.607,1.96,6
8429,"Wait, but theres no money! Well this is terrible! You guys are gonna have to get married in like a, rec. center!",Rachel,sadness,negative,843,7,7,2,1900-01-01 00:12:57.026,1900-01-01 00:13:05.492,8.466,22
8430,"Honey, its gonna be okay.",Chandler,neutral,neutral,843,8,7,2,1900-01-01 00:13:06.702,1900-01-01 00:13:10.663,3.961,5
8431,No! No its not! Its not gonna be okay! It sucks! No swing band! No lilies!,Monica,sadness,negative,843,9,7,2,1900-01-01 00:13:06.702,1900-01-01 00:13:14.709,8.007,16
8433,Its gonna be okay.,Rachel,neutral,neutral,843,11,7,2,1900-01-01 00:13:12.843,1900-01-01 00:13:14.757,1.914,4
8434,I mean you dont have to have this rustic Italian feast.,Rachel,neutral,neutral,843,12,7,2,1900-01-01 00:13:14.919,1900-01-01 00:13:20.799,5.88,11
8436,"And-and you dont need, you dont need this custom-made, empire-waisted, duchess, satin gown; you can wear off the rack.",Rachel,neutral,neutral,843,14,7,2,1900-01-01 00:13:21.050,1900-01-01 00:13:29.432,8.382,19
8437,"Dr. Geller, theres a seat over here.",Older Scientist,neutral,neutral,844,0,4,11,1900-01-01 00:16:32.783,1900-01-01 00:16:35.118,2.335,7
8438,"Thank you, Dr. Phillips, but Im having my lunch at this table, here in the middle.",Ross,neutral,neutral,844,1,4,11,1900-01-01 00:16:36.078,1900-01-01 00:16:43.835,7.757,16
8439,"Im having lunch right here, with my good friend Joey, if hell sit with me.",Ross,neutral,neutral,844,2,4,11,1900-01-01 00:16:38.789,1900-01-01 00:16:45.753,6.964,15
8440,I will sit with you Dr. Geller.,Joey,neutral,neutral,844,3,4,11,1900-01-01 00:16:57.599,1900-01-01 00:16:59.600,2.001,7
8441,"Y'know, we work in a museum of natural history, and yet there is something unnatural about the way we eat lunch.",Ross,neutral,neutral,844,4,4,11,1900-01-01 00:17:04.773,1900-01-01 00:17:17.118,12.345,21
8442,"Now, I look around this cafeteria, and yknow what I see, I see-I see division.",Ross,sadness,negative,844,5,4,11,1900-01-01 00:17:18.787,1900-01-01 00:17:22.999,4.212,15
8443,"Division, between people in white coats and people in blue blazers, and I ask myself, ""My God why?!""",Ross,fear,negative,844,6,4,11,1900-01-01 00:17:23.208,1900-01-01 00:17:30.673,7.465,18
8444,"Now, I say we shed these-these coats that separate us, and we get to know the people underneath.",Ross,neutral,neutral,844,7,4,11,1900-01-01 00:17:32.843,1900-01-01 00:17:41.976,9.133,18
8446,"Im divorced, and I have a kid!",Ross,joy,positive,844,9,4,11,1900-01-01 00:17:46.940,1900-01-01 00:17:49.776,2.836,7
